(Corelare cu Mixul de Marketing)";Denumire elemente de casa;Nivel 1 de detaliere;Nivel 2 de detaliere;Nivel 3 de detaliere;Nivel 4 de detaliere;Grosime strat (mm);MP;Denumire în ofertă - RO;Cost/mp (euro fara tva);
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Isover Forte 0,034 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 150 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Isover Superprofi 0,032 50mm; 	50,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 50 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Isover Superprofi 0,032 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 100 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Isover Superprofi 0,032 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 150 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;ISOVER PLN  50mm; 	50,00 ; 	1,00 ;Termoizolație Vată Bazaltică Isover Pln λ = 0,034 W/mK 50 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;ISOVER PLN  100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Bazaltică Isover Pln λ = 0,034 W/mK 100 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;ISOVER PLN  150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Bazaltică Isover Pln λ = 0,034 W/mK 150 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;ISOVER PLN  200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Isover Pln λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Steico Flex 50mm; 	50,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 50 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Steico Flex 100mm; 	100,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 100 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Steico Flex 140mm; 	140,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 140 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Best Wood 50mm; 	50,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 50 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Best Wood 100mm; 	100,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 100 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Best Wood 140mm; 	140,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 140 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Termoizolatie_TFVs;Best Wood 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Placari_exterioare_structura_TFVs;Aquapanel; 	12,50 ; 	1,00 ;Placă de Ciment Knauf Aquapanel 12,5 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Placari_exterioare_structura_TFVs;Scandura oarba; 	22,00 ; 	1,00 ;Scândură oarbă 22 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Termoizolatie_Fatada_Ventilata_On_site_TFVs;Placari_exterioare_structura_TFVs;FT; 	-   ; 	1,00 ;Folie Permisivă la Transferul de Vapori;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Structura_lemn_FVp;28x38; 	28,00 ; 	1,00 ;Profile lemn 28x38 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Structura_lemn_FVp;28x38 x2; 	28,00 ; 	1,00 ;Profile lemn 28x38 mm x2;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Placari_exterioare_structura_FVp;Larice Romb; 	19,00 ; 	1,00 ;Fațadă ventilată Larice - Romb 19 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Placari_exterioare_structura_FVp;Larice Romb; 	19,00 ; 	1,00 ;Fațadă ventilată Larice - Romb 19 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Placari_exterioare_structura_FVp;Larice Romb; 	25,00 ; 	1,00 ;Fațadă ventilată Larice - Romb 25 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Placari_exterioare_structura_FVp;Larice Drept; 	19,00 ; 	1,00 ;Fațadă ventilată Larice - Drept 19 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Placari_exterioare_structura_FVp;Larice Profil Special; 	24,00 ; 	1,00 ;Fațadă ventilată Larice Profil Special 24 mm ;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Placari_exterioare_structura_FVp;Pin Termotratat Romb; 	20,00 ; 	1,00 ;Fațadă ventilată Pin Termotratat - Romb 20 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Placari_exterioare_structura_FVp;Pin Termotratat Romb; 	26,00 ; 	1,00 ;Fațadă ventilată Pin Termotratat - Romb 26 mm;;
Structuri Timberframe;Pereti;Accesorii_pereti_exteriori;Fatada_Ventilata_Prefab_FVp;Placari_exterioare_structura_FVp;Pin Termotratat Drept; 	19,00 ; 	1,00 ;Fațadă ventilată Pin Termotratat - Drept 19 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Structura_lemn_PIRp;45x100 C; 	100,00 ; 	1,00 ;Structură lemn C24 45x100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Structura_lemn_PIRp;45x150 C; 	150,00 ; 	1,00 ;Structură lemn C24 45x150 mm ;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Structura_lemn_PIRp;60x150 C; 	150,00 ; 	1,00 ;Structură lemn C24 60x150 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Structura_lemn_PIRp;60x160 C; 	160,00 ; 	1,00 ;Structură lemn C24 60x160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Structura_lemn_PIRp;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Structura_lemn_PIRp;80x160 C; 	160,00 ; 	1,00 ;Structură lemn C24 80x160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Structura_lemn_PIRp;80x160 mix C+GL; 	160,00 ; 	1,00 ;Structură lemn mix C+GL24 80x160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Placari_interioare_structura_PIRp;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Placari_interioare_structura_PIRp;OSB 15mm; 	15,00 ; 	1,00 ;OSB 3 15 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Placari_interioare_structura_PIRp;FBV-montaj in fabrica ; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Rockwool Mutirock 0,037 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Rockwool Mutirock 0,037 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 150 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Rockwool Mutirock 0,037 160mm; 	160,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Rockwool Mutirock 0,037 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Rockwool Airrock ND λ = 0.035 W/mk 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Rockwool Airrock ND λ = 0.035 W/mk 140mm; 	140,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 140 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Rockwool Airrock ND λ = 0.035 W/mk 160mm; 	160,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Rockwool Airrock ND λ = 0.035 W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 200 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Isover Forte 0,034 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Isover Forte 0,034 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 150 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Isover Forte 0,034 160mm; 	160,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;ISOVER AKUSTO 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;ISOVER AKUSTO 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 150 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;ISOVER AKUSTO 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 200 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Isover Superprofi 0,032 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Isover Superprofi 0,032 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 150 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Isover Superprofi 0,032 160mm; 	160,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Steico Flex 100mm; 	100,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Steico Flex 140mm; 	140,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 140 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Steico Flex 160mm; 	160,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;BEST WOOD FLEX 50 0.037W/mk 100mm; 	100,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;BEST WOOD FLEX 50 0.037W/mk 140mm; 	140,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 140 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;BEST WOOD FLEX 50 0.037W/mk 160mm; 	160,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 160 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Termoizolatie_PIRp;BEST WOOD FLEX 50 0.037W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Placari_exterioare_structura_PIRp;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Placari_exterioare_structura_PIRp;OSB 15mm; 	15,00 ; 	1,00 ;OSB 3 15 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Rezistenta_Prefab;Pereti_Interiori_de_Rezistenta_Prefab_PIRp;Placari_exterioare_structura_PIRp;FBV-montaj in fabrica ; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Structura_lemn_PICp;60x60 C; 	60,00 ; 	1,00 ;Structură lemn C24 60x60 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Structura_lemn_PICp;45x100 C; 	100,00 ; 	1,00 ;Structură lemn C24 45x100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Structura_lemn_PICp;60x100 C; 	100,00 ; 	1,00 ;Structură lemn C24 60x100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Placari_interioare_structura_PICp;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Placari_interioare_structura_PICp;OSB 15mm; 	15,00 ; 	1,00 ;OSB 3 15 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Placari_interioare_structura_PICp;FBV-montaj in fabrica ; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Rockwool Mutirock 0,037 60mm; 	60,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 60 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Rockwool Mutirock 0,037 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Rockwool Airrock ND λ = 0.035 W/mk 60mm; 	60,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 60 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Rockwool Airrock ND λ = 0.035 W/mk 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Isover Forte 0,034 50mm; 	50,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 50 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Isover Forte 0,034 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;ISOVER AKUSTO 50mm; 	50,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 50 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;ISOVER AKUSTO 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Isover Superprofi 0,032 50mm; 	50,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 50 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Isover Superprofi 0,032 100mm; 	100,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Steico Flex 60mm; 	60,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 60 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;Steico Flex 100mm; 	100,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;BEST WOOD FLEX 50 0.037W/mk 60mm; 	60,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 60 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Termoizolatie_PICp;BEST WOOD FLEX 50 0.037W/mk 100mm; 	100,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 100 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Placari_exterioare_structura_PICp;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Placari_exterioare_structura_PICp;OSB 15mm; 	15,00 ; 	1,00 ;OSB 3 15 mm;;
Structuri Timberframe;Pereti;Pereti_Interiori_de_Compartimentare_Prefab;Pereti_Interiori_de_Compartimentare_Prefab_PICp;Placari_exterioare_structura_PICp;FBV-montaj in fabrica ; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Structura_lemn_PCICp;60x150 C; 	150,00 ; 	1,00 ;Structură lemn C24 60x150 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Placari_interioare_structura_PCICp;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Placari_interioare_structura_PCICp;OSB 15mm; 	15,00 ; 	1,00 ;OSB 3 15 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Placari_interioare_structura_PCICp;FBV-montaj in fabrica ; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
